show_id,type,title,date_added,release_year,rating,duration,description
s1267,Movie,Chaman Bahaar,"June 19, 2020",2020,TV-MA,112 min,"A local shop becomes a hub for young men taken with the new neighbor. But as business booms, it may leave the equally smitten storeowner heartbroken."
s1268,Movie,Chamatkar,"May 15, 2017",1992,TV-14,164 min,"A village schoolteacher and the ghost of a murdered man, who were both betrayed by those closest to them, join forces to help each other."
s1270,Movie,Chameli,"February 15, 2019",2004,TV-14,102 min,"While taking shelter from a Mumbai monsoon, an investment banker forms an unlikely connection with a naïve prostitute over the course of the night."
s1272,Movie,Chance Pe Dance,"November 1, 2018",2010,TV-14,121 min,"Having risen from humble beginnings, an ambitious young man sets his sights on winning a major dance competition that could catapult him to fame."
s1287,Movie,Chashme Baddoor,"July 5, 2020",2013,TV-14,121 min,"When pretty new neighbor Seema falls for their shy roommate Sid, jealous womanizers Omi and Jai plot to break up the new lovebirds."
s1288,Movie,Chashme Buddoor,"May 1, 2017",2013,TV-PG,121 min,"When pretty new neighbor Seema falls for their shy roommate Sid, jealous womanizers Omi and Jai plot to break up the new lovebirds."
s1296,Movie,Chauthi Koot,"February 1, 2017",2015,TV-14,116 min,Related tales of a family seeking refuge and two men on a train to Amritsar evoke the dreadful unease surrounding Hindu-Sikh tensions in 1980s Punjab.
s1312,Movie,Chennai Express,"August 31, 2018",2013,TV-14,135 min,What could have been a sad journey turns joyful for Rahul when he falls in love with a woman en route to submerging his grandfather's ashes.
s1318,Movie,Chhota Bheem and the Curse of Damyaan,"April 1, 2020",2012,TV-Y7,87 min,An evil demon who traded his freedom for immortality lures Chhota Bheem and his friends to the city of Sonapur with tales of hidden treasure.
s1323,Movie,Chhota Bheem Kungfu Dhamaka,"August 15, 2019",2019,TV-Y7,112 min,Chhota Bheem is in China for a martial arts competition but his real challenge: to save the emperor’s daughter from being kidnapped by the villain Zuhu!
s1325,Movie,Chicken Kokkachi,"July 1, 2018",2017,TV-14,113 min,"In the wake of his sister's marriage, a young middle-class man leaves his village and learns that supporting one's self is easier said than done."
s1338,Movie,Chillar Party,"August 2, 2018",2011,TV-PG,127 min,"Eight feisty boys befriend young drifter Fatka. When a mean politician threatens Fatka's way of life, the boys band together in honor of their pal."
s1343,Movie,Chippa,"June 1, 2020",2020,TV-14,92 min,"At midnight on his 10th birthday, a boy scours the lesser-known Kolkata streets in search of a father he’s never met, carrying a letter he can’t read."
s1344,Movie,Chittagong,"January 1, 2018",2012,NR,105 min,"In the turbulent 1930s of British colonial India, a teenager joins a ragtag army of schoolboys determined to overthrow their foreign conquerors."
s1349,Movie,Choked: Paisa Bolta Hai,"June 5, 2020",2020,TV-14,114 min,A bank employee weighed down by her jobless husband's debts — and her own broken dreams — finds a secret source of seemingly unlimited cash in her home.
s1350,Movie,Chopsticks,"May 31, 2019",2019,TV-MA,101 min,A gifted but insecure woman embarks on a transformative journey when she enlists an enigmatic con man to recover her stolen car from an eccentric thug.
s1384,Movie,Chup Chup Ke,"November 1, 2018",2006,TV-PG,158 min,"Mistaking a broke, small-time hustler for a millionaire, two bumbling fishermen hatch a scheme to use him to help pay off their debts."
s1386,Movie,Chupke Chupke,"December 31, 2019",1975,TV-PG,127 min,"Jealous of the high regard in which his new wife holds their brother-in-law, a botany professor stages an elaborate prank that will even the score."
s1388,Movie,CIA: Comrade in America,"May 1, 2018",2017,TV-14,130 min,"A young man in Kerala has two weeks to stop the woman he loves from a fixed marriage in the U.S., but he doesn't have the papers to get there."
s1411,Movie,Class of '83,"August 21, 2020",2020,TV-14,98 min,"Demoted to an academy job, a cop trains five foolhardy students as assassins in his risky revenge plot against police corruption and the underworld."
s1453,Movie,Coffee with D,"November 1, 2017",2017,TV-PG,120 min,Low TV ratings drive a well-known journalist to concoct a plan to interview a notorious underworld figure who is also a suspected terrorist.
s1462,Movie,Colkatay Columbus,"March 30, 2017",2016,TV-14,118 min,"When Christopher Columbus mysteriously appears in modern-day Kolkata, India, two struggling young men look to him for advice on achieving success."
s1468,Movie,Colours of Passion,"May 25, 2018",2008,TV-14,114 min,"Seeking inspiration, a young 19th-century painter finds a woman who is his love, his muse and his willing subject, but his work becomes controversial."
s1478,Movie,Company,"March 1, 2018",2002,TV-MA,137 min,"Following a misunderstanding, a gangster and his boss part ways and become bitter enemies – with devastating consequences."
s1490,Movie,Contract,"March 2, 2019",2008,TV-14,116 min,"Following the death of his wife and daughter in a terrorist attack, an ex-Indian army commando agrees to infiltrate a terrorist cell."
s1528,Movie,CRD,"April 29, 2019",2016,TV-MA,110 min,"At odds with his radical instructor's ruthless methods, a drama student assembles his own troupe of misfit actors ahead of a prestigious competition."
s1563,Movie,Cycle,"September 10, 2020",2018,TV-PG,96 min,"When his prized bicycle is stolen, an astrologer’s search turns into a journey of self-realization — while the thieves learn a few lessons of their own."
s1572,Movie,Daagdi Chaawl,"February 15, 2018",2015,TV-14,118 min,A simple man's peaceful life is complicated when an incident brings him in contact with a gangster and launches his journey into the underworld.
s1582,Movie,Daffedar,"July 1, 2018",2017,TV-14,151 min,"A retired government worker continues to dedicate himself to public service, but his principled ways soon clash with those of his extravagant sons."
s1583,Movie,Dagh Ujala,"April 1, 2018",2015,TV-MA,103 min,A lesbian daughter fights off an arranged marriage in India while an Islamic fundamentalist targets an anti-extremist Muslim scholar in New York.
s1596,Movie,Dangal,"June 21, 2017",2016,TV-PG,161 min,A once-promising wrestler pursues the gold medal he never won by training two of his daughters to compete at the Commonwealth Games.
s1612,Movie,Dark Chocolate (Bengali Version),"December 15, 2017",2016,TV-MA,91 min,"In this Bangla thriller inspired by a true story, the discovery of a charred corpse in the woods leads to a high-profile murder investigation."
s1622,Movie,Darna Mana Hai,"August 1, 2019",2003,TV-MA,116 min,"Stranded in a jungle when their car breaks down, six friends pass their time exchanging horror stories, unaware that they may be part of one themselves."
s1624,Movie,Darra,"October 15, 2017",2016,TV-14,121 min,"After returning from school and getting married, a popular farmer begins to arouse resentment and jealousy among those around him."
s1656,Movie,Deadline: Sirf 24 Ghante,"December 31, 2019",2006,TV-14,97 min,A surgeon’s perfect life is rattled when his daughter is taken hostage in their own home and he's given 24 hours to pay a hefty ransom.
s1662,Movie,Dear Dad,"March 2, 2019",2016,TV-14,83 min,"A father and son bond on an impromptu road trip over deep conversations, unexpected confessions, strange encounters ... and a drunken escapade."
s1668,Movie,Dear Zindagi,"April 25, 2017",2016,TV-14,149 min,A young cinematographer with a bright professional future and a lack of empathy learns the importance of balancing ambition with humanity.
s1679,Movie,Dedh Ishqiya,"September 28, 2020",2014,TV-14,146 min,"After failing to win the heart of an aristocrat's widow, a thief plans to abduct her, only to discover that there are others with the same idea."
s1683,Movie,Deewana Main Deewana,"July 1, 2018",2013,TV-14,107 min,A man's instant attraction to a woman becomes an obsession as he adopts a friend's identity and even commits murder in order to get closer to her.
s1684,Movie,Deewangee,"January 3, 2020",2002,TV-MA,156 min,"Hired by a singer to defend her friend, who has been accused of murder, a formidable lawyer learns that the man he represents may not be innocent."
s1690,Movie,Delhi 6,"October 1, 2018",2009,TV-14,128 min,"In the ancient walled city of Delhi, an American-born Indian finds himself on an unexpected inner journey as he learns about himself and his roots."
s1691,Movie,Delhi Belly,"January 10, 2021",2011,TV-MA,101 min,"Three flatmates get involved in the shady business belonging to one roomie's fiancé, and discover that a global crime syndicate is gunning for them."
s1725,Movie,Dev.D,"October 1, 2018",2009,TV-MA,137 min,"Because they come from different castes, the son of a tax collector and his true love are not allowed to marry, sending them down divergent paths."
s1731,Movie,Devrai,"January 1, 2018",2004,TV-PG,123 min,"After science student Shesh Shahi – a shy eccentric with a strange connection to nature – is examined by a team of mental hospital doctors, a gripping portrait of schizophrenia emerges."
s1733,Movie,Dhamaal,"December 31, 2019",2007,TV-14,128 min,"Tipped off about buried money in Goa, four ne’er-do-well friends go on the hunt, chased by a police officer who wants the treasure for himself."
s1734,Movie,Dhan Dhana Dhan Goal,"November 1, 2018",2007,TV-14,157 min,"In a last-ditch effort, the jaded coach of the Southall United Football Club assembles a ragtag team and helps lead the team to a comeback season."
s1735,Movie,Dhanak,"August 20, 2016",2015,TV-PG,114 min,A movie-loving 10-year-old and her blind little brother trek to meet Indian superstar Shah Rukh Khan for help in getting the boy an eye operation.
s1736,Movie,Dharam Sankat Mein,"July 5, 2020",2015,TV-PG,127 min,"After learning he was adopted from a Muslim couple, a Hindu man seeks his birth father but finds he must confront his bigotry to realize his quest."
s1738,Movie,Dhh,"September 10, 2020",2017,TV-G,127 min,"Convinced only a miracle can save them from failing school exams, a trio of friends seek help from a magician. To their surprise, he gamely complies."
s1740,Movie,Dhobi Ghat (Mumbai Diaries),"January 10, 2021",2010,TV-MA,102 min,"In this intimate drama, circumstances draw together four people from different castes – which would normally preclude them from forming friendships."
s1741,Movie,Dhoondte Reh Jaoge,"November 1, 2018",2009,TV-14,124 min,"An accountant and a producer hatch a scheme to finance a movie, while making every effort to ensure that it flops so they may pocket the difference."
s1757,Movie,Dil,"October 12, 2020",1990,TV-14,165 min,A miser’s scheme to set his son up with a millionaire’s daughter backfires when the two actually fall in love — just as his sly charade is revealed.
s1758,Movie,Dil Chahta Hai,"December 15, 2019",2001,TV-14,185 min,"Inseparable childhood friends Akash, Sameer and Siddharth are just out of college. Nothing comes between them – until they each fall in love."
s1759,Movie,Dil Dhadakne Do,"December 15, 2019",2015,TV-MA,174 min,"While hosting a shipboard holiday for relatives and friends, a wealthy but dysfunctional family must face the ugly truths under their flawless facade."
